"ds_anon_user_id","module","NRead","NRead_unique","NRead_trimmed","NRead_trimmed_unique","NAction","NAction_unique","TimeRead","TimeReadTrimmed","TimeAction","TimeActionToPage","TimePageToAction","CountActionToPage","CountPageToAction","wordcount","npages","nactivities","nfigures","reading_rate","percentActivities","percentPages","NRead_trimmed_overall","NRead_trimmed_unique_overall","NAction_overall","NAction_unique_overall","TimeReadTrimmed_overall","TimeAction_overall","wordcount_overall","npages_overall","nactivities_overall","nfigures_overall","retention_interval","correctness_alltries","correctness_firsttry","meanAttempts","pretestGrade","quizGrade","examGrade","dataset","domain"
"Stu_ec24eb9687a84068acc231e8a6dbd5f1",1,17,11,14,11,2,2,1.33333333333333,0.745098039215686,4.55,0.266666666666667,1.41666666666667,4,4,5656,14,15,5,0.0532212885154062,0.133333333333333,1.21428571428571,18,14,2,2,1.06449275362319,4.55,7646,18,18,8,6095.1,0.745762711864407,0.727272727272727,1.30508474576271,0.833333333333333,0.821428571428571,0.698924731182796,"ds2033","c@cm"
"Stu_ec24eb9687a84068acc231e8a6dbd5f1",3,6,4,4,3,0,0,0.95,0.591666666666667,0,0,0,0,0,1990,4,3,3,0.147916666666667,0,1.5,18,14,2,2,1.06449275362319,4.55,7646,18,18,8,6156.75,NA,NA,NA,0.777777777777778,1,0.698924731182796,"ds2033","c@cm"
"Stu_ef02381dcb98a311d096292d265843cb",1,1,1,0,0,0,0,0.2,0,0,0,0,0,0,306,1,0,0,0,0,1,145,84,38,36,826.025496031746,76.6,75231,125,252,146,0.633333333333333,NA,NA,NA,0.833333333333333,0.428571428571429,0.720430107526882,"ds2033","c@cm"
"Stu_ef02381dcb98a311d096292d265843cb",2,116,62,92,55,24,22,1491.63333333333,171.723563218391,36.55,10.5166666666667,26.2166666666667,33,39,49605,85,183,71,1.86656046976512,0.131147540983607,1.36470588235294,145,84,38,36,826.025496031746,76.6,75231,125,252,146,0.25,0.580110497237569,0.562790697674419,1.74585635359116,0.777777777777778,0.7,0.720430107526882,"ds2033","c@cm"
"Stu_ef02381dcb98a311d096292d265843cb",3,14,7,10,7,2,2,4855.45,694.019047619048,8.01666666666667,0.616666666666667,16.9833333333333,3,5,6709,11,9,7,69.4019047619048,0.222222222222222,1.27272727272727,145,84,38,36,826.025496031746,76.6,75231,125,252,146,2774.16666666667,0.732142857142857,0.675,1.35714285714286,0.777777777777778,0.653846153846154,0.720430107526882,"ds2033","c@cm"
"Stu_ef02381dcb98a311d096292d265843cb",4,37,22,28,20,12,12,1610.73333333333,177.066666666667,32.0333333333333,2.05,16.7833333333333,16,20,18611,37,60,68,6.32380952380952,0.2,1,145,84,38,36,826.025496031746,76.6,75231,125,252,146,0.0833333333333333,0.538461538461538,0.462962962962963,1.68717948717949,0.8,0.764705882352941,0.720430107526882,"ds2033","c@cm"
"Stu_f41fe32e6a73dcae43623d1410b7abf6",1,19,4,8,3,0,0,651.05,68.8815789473684,0,0,0,0,0,6514,4,3,1,8.61019736842105,0,4.75,8,3,0,0,68.8815789473684,0,6514,4,3,1,0.333333333333333,NA,NA,NA,0.75,0.892857142857143,0.666666666666667,"ds2033","c@cm"
"Stu_f5c1b34697d05bafc9a1d1063c8344a3",2,33,24,23,21,10,10,12563.5333333333,1530.35252525253,12.6666666666667,1.56666666666667,25.7,13,13,13928,36,34,21,66.5370663153272,0.294117647058824,0.916666666666667,29,25,11,11,3175.22777777778,20.9333333333333,19685,46,48,23,1097.66666666667,0.683544303797468,0.689655172413793,1.36708860759494,0.888888888888889,0.633333333333333,0.720430107526882,"ds2033","c@cm"
"Stu_f5c1b34697d05bafc9a1d1063c8344a3",3,3,2,2,2,1,1,5359.16666666667,1786.50555555556,8.26666666666667,0.25,20.0666666666667,2,4,3796,7,6,2,893.252777777778,0.166666666666667,0.428571428571429,29,25,11,11,3175.22777777778,20.9333333333333,19685,46,48,23,2863.6,0.743589743589744,0.793103448275862,1.35897435897436,0.777777777777778,0.692307692307692,0.720430107526882,"ds2033","c@cm"
"Stu_f5c1b34697d05bafc9a1d1063c8344a3",4,9,3,4,2,0,0,10429.05,1158.93333333333,0,0,0,0,0,1961,3,8,0,289.733333333333,0,3,29,25,11,11,3175.22777777778,20.9333333333333,19685,46,48,23,0.2,NA,NA,NA,0.8,0.617647058823529,0.720430107526882,"ds2033","c@cm"
